gene	E003	E004	E005	E006	E007	E008	E011	E012	E013	E014	E015	E016	E017	E019	E020	E021	E022	E026	E029	E032	E034	E037	E038	E039	E040	E041	E042	E043	E044	E045	E046	E047	E048	E049	E050	E055	E056	E058	E059	E061	E062	E063	E065	E066	E067	E068	E069	E071	E072	E073	E074	E075	E076	E078	E079	E080	E084	E085	E087	E089	E090	E091	E092	E093	E094	E095	E096	E097	E098	E099	E100	E101	E102	E103	E104	E105	E106	E108	E109	E111	E112	E113	E114	E115	E116	E117	E118	E119	E120	E121	E122	E123	E124	E125	E126	E127	E128	E129
ENSG00000161570	0	0	4	0	0	4	3	2	2	0	0	0	0	0	0	2	1	2	0	2	15	8	13	2	9	9	1	2	0	8	12	11	15	0	1	2	5	1	3	2	4	1	1	5	0	3	0	1	0	0	0	7	0	1	9	4	0	2	0	0	2	12	2	10	4	1	8	0	3	4	0	13	4	0	0	1	20	2	19	0	9	19	0	6	8	2	0	0	0	2	1	4	5	1	0	1	0	5
ENSG00000161572	3	4	0	0	2	0	5	4	1	3	0	0	0	0	2	1	3	1	0	0	0	1	0	0	0	0	0	0	0	0	2	2	1	0	0	2	0	0	0	4	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	5	5	0	1	0	0	2	1	0	0	1	0	0	2	0	1	0	0	0	2	0	3	4	0	2	1	2	2	2	0	0	0	0	1	0	4	0	0	0	0	1	3
ENSG00000161573	0	0	0	0	1	0	1	1	3	4	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	4	3	2	1	6	0	19	0	1	2	0	1	2	1	4	0	2	3	9	8	10	0	2	3	0	6	0	0	6	8	1	2	0	0	4	3	0	3	4	4	7	6	2	1	11	0	0	0	0	8	1	0	0	4	0	0	0	0	2	0	0
ENSG00000161574	0	0	0	0	0	2	1	1	0	0	1	0	0	0	0	2	0	0	2	1	2	0	0	0	0	0	0	0	0	0	2	0	1	0	1	0	0	2	3	6	0	6	0	17	0	0	0	0	0	0	0	5	1	2	2	12	6	7	0	2	3	0	7	0	0	2	6	1	2	0	0	6	2	0	2	3	3	4	5	2	1	11	0	0	0	0	7	0	0	0	1	0	1	0	0	0	0	0
ENSG00000161583	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000161609	4	5	0	1	5	5	1	6	1	4	1	3	0	2	1	4	6	0	0	4	2	0	1	3	0	1	2	0	2	1	5	0	1	0	0	2	9	0	1	3	1	0	0	0	0	0	1	2	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	4	1	2	0	0	0	0	0	0	3	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	3	0	0	0	0	0	0
ENSG00000161610	1	0	0	0	1	3	8	6	1	2	0	0	4	0	1	0	6	0	9	6	3	2	2	3	4	7	3	5	3	3	5	2	2	0	7	9	24	1	9	14	6	6	2	3	14	17	10	9	13	19	10	3	6	4	3	8	4	8	7	3	5	5	4	3	4	4	11	9	5	1	4	9	7	3	5	17	6	3	8	5	7	9	2	2	2	1	3	1	1	2	1	6	8	0	1	1	1	2
ENSG00000161618	12	9	7	4	6	11	3	9	9	5	5	3	8	4	4	3	20	5	6	7	11	11	6	11	13	12	10	11	11	16	7	6	10	8	11	18	27	6	15	22	10	11	5	8	11	5	10	12	14	17	7	16	8	5	16	9	7	8	2	8	9	8	7	9	7	11	13	10	7	4	13	13	12	8	17	26	15	9	18	9	13	13	4	7	9	7	6	5	2	5	3	11	7	4	10	7	6	8
ENSG00000161634	1	0	0	1	2	2	3	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	2	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000161638	6	21	4	4	1	1	14	0	14	6	4	5	15	0	0	0	10	9	5	3	11	14	11	13	12	12	9	9	10	10	9	8	12	12	16	28	40	14	15	12	10	12	17	9	5	10	8	13	4	13	10	17	28	20	24	12	5	7	5	11	14	15	12	9	19	18	31	11	13	4	12	16	11	26	15	30	19	13	24	25	12	5	4	6	3	15	0	14	12	5	12	13	13	12	24	11	14	23
ENSG00000161640	1	0	0	0	0	0	0	0	1	0	0	0	2	0	0	2	1	0	7	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	5	0	2	3	0	0	0	1	0	1	0	3	0	0	2	4	6	0	1	7	7	12	0	1	2	4	6	0	6	0	4	37	6	0	0	3	1	1	0	3	8	0	1	0	0	10	0	0	0	0	0	0	2	2	0	0	6	0	0	0	0	0
ENSG00000161642	9	15	5	1	6	3	23	0	22	9	3	6	12	3	7	2	8	5	20	7	10	16	6	14	9	16	9	10	8	9	12	4	13	14	24	39	48	18	5	11	8	13	3	10	26	28	17	21	17	18	23	24	23	17	29	6	5	5	0	7	14	13	8	5	5	15	28	15	0	6	19	17	16	21	18	30	20	10	28	21	9	12	5	4	5	14	0	19	3	4	4	19	24	5	8	13	9	18
ENSG00000161647	2	0	0	2	1	1	2	2	1	0	1	0	4	0	1	0	6	3	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	1	0	12	18	2	7	10	0	11	2	3	2	4	2	5	2	7	3	4	5	1	6	7	0	0	2	0	0	0	4	0	3	13	14	4	12	2	6	4	4	6	21	40	1	1	5	4	0	5	6	0	1	4	0	1	3	4	2	0	0	3	0	2	3	4
ENSG00000161649	1	0	0	2	0	0	4	2	3	0	0	0	3	0	1	2	3	1	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	1	0	9	17	2	3	8	0	17	4	2	2	6	2	3	2	6	3	2	5	0	4	8	0	0	2	4	5	0	6	1	1	13	11	6	10	2	15	4	3	4	21	32	1	4	3	1	0	6	5	0	1	4	0	1	1	1	0	0	0	2	0	2	2	1
ENSG00000161652	2	1	3	0	2	3	0	0	0	0	0	0	1	0	0	5	0	0	0	0	0	1	2	1	1	2	1	1	0	2	0	0	0	0	0	0	2	1	4	1	1	1	1	1	1	1	2	1	2	1	1	10	1	2	5	1	9	9	1	3	5	0	5	2	1	1	1	2	2	7	1	11	11	1	3	2	12	1	6	1	2	1	1	1	2	7	0	0	0	0	0	2	0	0	0	0	0	1
ENSG00000161653	7	3	3	3	2	10	3	4	5	2	2	5	7	3	4	4	7	1	3	1	3	5	4	5	3	3	2	1	2	4	5	2	3	8	1	18	24	7	9	11	2	1	2	7	3	5	4	8	3	7	7	7	5	1	6	4	9	8	3	3	4	4	6	2	3	4	7	1	2	2	2	6	4	1	5	21	6	2	5	2	5	3	3	1	4	7	5	5	2	2	5	3	2	3	7	6	7	2
ENSG00000161654	13	11	12	7	7	16	11	13	15	6	10	12	17	7	6	6	16	5	7	5	6	8	3	6	3	13	6	5	4	5	6	2	4	12	10	28	30	8	16	28	5	7	8	6	12	16	17	13	13	16	19	8	7	5	7	8	3	4	8	6	6	4	6	4	7	12	18	12	5	5	18	8	5	8	8	28	9	9	15	11	5	14	6	5	5	9	7	6	6	9	4	13	14	5	10	5	9	14
ENSG00000161664	8	4	8	3	5	11	6	10	5	6	4	4	10	2	5	5	14	2	2	2	6	5	2	6	2	6	4	5	6	9	3	1	3	3	6	23	24	8	10	18	2	1	5	1	3	3	6	5	4	7	2	2	4	3	5	8	3	3	8	8	7	3	6	5	4	6	5	8	4	2	14	4	2	5	6	28	3	7	6	4	3	4	5	5	6	3	10	5	3	3	2	6	6	3	2	4	3	4
ENSG00000161671	4	1	2	4	3	4	3	4	3	1	1	1	1	1	1	1	5	1	4	3	3	2	2	6	4	4	2	2	3	4	5	1	1	0	1	8	12	2	4	6	1	1	0	1	14	15	19	14	16	16	23	2	2	1	2	2	2	1	5	14	12	1	4	2	1	2	4	3	2	0	18	2	2	2	3	24	2	18	5	2	2	4	4	1	3	3	0	1	3	9	1	2	7	1	0	1	1	1
ENSG00000161677	2	2	8	0	8	1	3	4	5	1	0	2	1	1	1	1	5	2	2	1	1	1	1	3	2	2	1	2	2	3	1	1	1	3	1	9	9	2	9	12	3	1	1	3	16	24	25	15	22	21	22	2	1	2	2	6	3	3	6	10	9	2	2	1	1	3	4	2	2	2	13	1	2	1	10	37	1	6	2	3	4	1	2	4	3	1	1	1	4	10	1	2	2	2	2	1	1	2
ENSG00000161681	5	2	5	0	3	3	1	2	4	2	1	1	6	1	1	4	1	2	2	1	1	6	1	1	1	2	0	1	1	1	2	3	8	3	6	10	13	2	9	11	1	2	0	4	7	2	6	10	12	15	5	4	4	2	5	6	4	4	0	7	8	5	4	6	0	5	4	14	1	1	2	5	3	4	2	19	4	3	5	2	2	3	2	4	2	0	0	1	4	5	3	6	4	3	5	2	3	4
ENSG00000161682	11	3	1	1	4	7	7	12	2	6	1	2	5	1	2	0	15	1	3	2	1	2	1	2	1	1	2	3	2	2	4	0	2	1	2	14	22	5	18	8	2	2	1	1	15	12	8	7	10	19	7	2	6	1	8	2	3	5	7	8	10	2	7	2	1	2	5	12	1	1	2	3	2	3	4	20	4	1	1	5	4	4	2	5	5	2	6	2	5	5	2	2	2	2	2	2	2	2
ENSG00000161692	4	3	3	5	2	5	5	4	2	3	3	3	3	4	3	2	4	3	2	2	2	2	2	2	2	2	3	2	2	3	3	2	3	2	2	5	4	3	3	7	3	2	3	3	2	3	2	2	2	3	2	2	3	3	4	2	2	2	1	3	3	2	2	2	2	2	3	3	1	1	4	2	3	2	3	3	2	2	4	2	3	2	3	3	2	3	2	2	2	6	3	3	2	2	3	2	2	3
ENSG00000161714	12	7	18	12	8	6	14	14	14	14	11	13	22	4	9	4	24	9	5	7	7	7	6	9	6	6	7	7	6	5	9	5	8	8	9	27	34	14	22	17	10	15	23	8	17	23	18	16	13	22	16	13	20	10	17	13	12	11	7	13	11	9	7	10	18	13	24	26	14	20	22	12	9	13	19	36	13	12	18	12	11	11	5	8	9	10	13	11	8	13	10	12	6	15	19	12	10	11
ENSG00000161791	9	8	3	8	2	10	5	0	6	6	5	8	5	4	8	5	12	3	2	7	5	3	2	5	3	4	7	2	3	5	5	3	3	6	2	7	12	2	3	6	4	4	2	3	7	11	7	5	6	6	6	3	3	2	5	6	2	2	0	7	7	5	6	4	3	7	11	11	3	1	7	6	4	2	8	11	7	6	7	3	8	3	1	3	5	1	0	2	5	4	4	4	4	3	6	0	5	6
ENSG00000161798	3	0	1	2	3	3	11	0	3	3	0	1	1	0	0	1	5	0	1	0	2	5	1	1	4	1	4	0	2	4	1	0	1	2	0	11	18	7	11	6	0	0	0	0	10	11	9	11	7	15	13	4	4	2	8	4	2	3	1	0	2	1	9	1	5	3	12	4	3	2	0	5	2	3	2	13	5	0	1	2	1	1	2	3	1	10	2	1	2	3	2	1	1	1	0	1	0	1
ENSG00000161800	3	5	1	11	4	4	17	0	8	5	1	1	15	1	2	1	3	5	9	2	2	2	2	2	2	2	4	1	7	3	2	1	2	7	2	19	25	9	8	15	2	3	1	4	12	11	9	13	9	11	12	6	17	9	7	5	7	5	3	4	7	4	11	3	2	2	7	3	3	3	3	5	7	8	3	8	11	3	13	8	2	6	2	2	3	2	4	1	7	7	2	4	15	5	14	3	9	16
ENSG00000161807	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0
ENSG00000161813	10	5	4	5	3	11	2	0	6	8	6	3	13	4	5	7	8	5	3	1	2	2	1	2	1	3	3	1	1	1	1	3	4	2	3	17	19	9	6	11	2	1	5	3	2	1	1	2	1	1	1	2	3	1	4	2	2	3	3	1	3	12	4	2	2	2	4	4	3	2	6	2	1	2	3	7	2	1	4	3	1	2	9	6	4	7	7	2	4	2	5	5	5	5	7	4	3	7
ENSG00000161835	4	3	2	3	4	1	12	0	13	5	2	2	14	5	3	2	8	1	4	7	5	7	4	4	5	4	6	6	5	7	5	5	5	3	7	22	29	1	13	23	3	3	3	5	21	21	20	16	18	22	10	11	9	6	7	10	7	8	12	9	9	7	9	14	8	9	19	15	16	1	11	5	7	6	12	24	13	5	11	5	14	10	2	6	1	5	6	0	9	12	5	5	7	3	4	3	3	3
ENSG00000161847	9	5	6	4	3	6	2	6	8	9	4	7	5	4	8	7	15	2	8	7	7	6	3	8	4	6	3	6	6	6	7	4	6	4	11	20	19	4	12	17	5	4	5	10	6	8	6	8	5	13	7	7	5	5	6	5	5	8	12	3	7	4	3	4	3	7	14	9	3	3	6	7	4	5	10	16	11	5	10	4	7	6	2	6	5	3	6	5	2	5	4	9	13	5	3	5	4	3
ENSG00000161849	0	0	0	1	0	2	2	0	0	0	0	0	0	0	0	3	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	3	5	4	2	3	0	2	2	0	10	8	8	6	8	8	2	2	0	2	6	0	0	0	0	2	1	2	4	9	0	0	3	0	1	4	1	2	2	1	2	5	2	3	2	1	9	3	1	0	0	0	0	5	3	5	0	0	0	3	0	5	0	1
ENSG00000161850	0	0	2	0	0	1	3	0	2	0	0	0	0	0	0	3	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	4	4	11	2	0	0	1	0	0	6	6	4	3	7	6	1	4	3	4	7	3	1	2	0	2	4	0	10	7	0	4	6	1	0	7	1	2	1	4	2	8	2	2	5	5	8	9	0	0	0	0	0	8	3	4	0	0	0	0	0	8	0	0
ENSG00000161860	10	6	12	3	5	12	6	9	7	6	7	5	7	6	7	9	10	3	9	7	6	6	5	10	5	5	6	6	7	7	8	5	6	4	12	12	14	5	7	10	5	3	4	6	9	9	8	7	6	12	10	11	7	6	7	8	7	6	7	7	9	6	8	9	10	6	10	7	8	5	10	8	11	7	7	19	10	5	12	6	13	7	4	16	6	3	4	5	4	5	4	9	10	6	4	5	4	7
ENSG00000161888	7	6	6	14	9	8	2	11	9	6	7	7	26	2	4	6	10	10	1	0	1	4	3	3	2	2	3	1	3	1	1	2	2	8	7	29	29	4	11	16	2	18	23	14	10	9	12	9	12	19	13	19	27	13	26	14	13	12	4	14	16	15	13	10	13	19	33	40	13	8	20	16	15	22	25	55	22	9	24	21	10	16	7	5	4	9	7	6	16	14	13	8	4	14	16	9	19	18
ENSG00000161896	6	1	10	2	6	1	0	11	0	4	2	0	9	0	3	0	3	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	17	15	1	17	8	0	0	0	7	9	8	10	12	5	6	17	11	5	1	7	1	6	9	0	4	7	10	5	1	2	14	14	2	10	17	20	9	9	4	21	22	12	7	10	3	11	9	1	0	0	0	0	1	7	12	0	1	0	0	0	0	2	0
ENSG00000161904	23	14	6	12	5	17	0	17	0	13	14	17	8	8	15	12	27	2	1	3	4	3	1	3	1	5	3	1	5	1	4	2	1	4	4	21	24	5	16	17	2	3	8	6	15	12	13	12	16	17	6	8	5	4	9	6	4	7	2	3	10	3	8	6	4	8	8	7	4	10	6	5	3	5	8	12	6	4	8	6	11	8	4	4	1	4	1	1	9	7	5	2	5	5	9	2	6	8
ENSG00000161905	2	0	7	1	2	5	3	5	4	3	0	1	0	0	0	1	3	1	1	0	0	3	1	0	0	0	0	0	0	0	0	0	2	1	3	1	0	0	1	4	0	0	0	1	0	0	1	1	1	0	0	0	0	0	0	2	2	1	0	1	3	0	0	0	1	1	0	0	2	2	4	3	3	0	1	5	2	1	0	0	0	0	0	0	0	0	1	0	0	1	0	5	0	2	0	0	0	3
ENSG00000161911	1	2	0	1	1	9	0	1	0	1	1	1	2	1	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	2	0	0	0	0	0	2	0	4	0	2	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	4	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	3	0	0	0	0	0
ENSG00000161914	3	3	5	2	3	5	2	7	1	4	2	5	3	3	2	3	8	2	1	5	3	1	1	1	1	1	1	1	1	1	3	1	2	2	2	11	16	2	7	8	2	2	4	3	8	6	7	7	8	11	4	3	1	3	2	4	3	2	6	2	4	2	4	1	4	3	6	6	3	2	4	2	3	1	3	14	5	1	5	1	4	1	3	4	6	2	6	2	2	1	1	5	3	3	2	2	2	4
ENSG00000161920	3	1	4	2	3	6	8	3	1	2	1	1	5	2	2	2	6	2	17	15	8	8	9	12	5	12	7	6	7	12	7	7	3	1	6	10	9	3	10	9	11	7	3	17	6	16	10	14	6	16	14	13	10	14	7	14	12	17	5	2	9	9	7	11	13	4	29	3	11	2	3	15	8	5	4	13	13	9	18	9	12	22	5	7	5	6	4	3	1	1	2	3	20	1	1	2	2	3
ENSG00000161921	3	1	4	2	3	5	6	2	1	2	1	1	5	2	2	2	5	2	12	13	4	3	4	6	2	9	4	1	2	4	4	2	1	1	4	5	8	3	7	8	6	5	3	14	2	14	7	12	5	11	11	10	8	12	2	12	11	16	5	1	7	8	6	8	10	3	22	4	11	2	3	10	8	3	3	9	10	7	14	7	8	15	3	2	2	4	7	3	1	1	2	3	12	1	1	2	2	3
ENSG00000161929	0	1	4	1	0	5	3	2	2	1	0	2	0	0	0	1	0	0	8	16	8	3	5	6	1	5	0	7	3	3	13	5	8	1	1	1	4	0	1	4	5	1	0	13	3	7	6	8	3	4	11	7	1	4	1	6	2	3	0	2	6	4	1	5	4	2	11	2	1	0	2	9	8	0	3	7	22	4	14	0	13	25	0	0	9	0	0	0	0	1	0	0	13	0	0	0	0	0
ENSG00000161939	13	7	4	6	4	8	4	11	5	5	3	3	7	2	7	3	12	2	2	5	8	14	5	6	5	11	6	10	9	9	5	2	10	1	9	9	21	8	13	13	2	8	6	10	6	6	9	11	6	14	13	11	8	7	13	8	11	9	4	13	16	9	9	7	8	18	17	17	8	6	18	10	7	6	16	19	15	7	14	6	12	10	3	10	6	1	2	4	7	5	8	11	5	1	8	3	3	7
ENSG00000161940	18	11	6	7	4	6	5	13	5	7	4	5	7	3	8	4	15	3	4	10	9	13	7	13	8	14	8	10	13	12	7	5	7	2	8	11	20	10	17	14	6	12	6	13	9	12	10	14	7	19	18	14	11	9	13	9	13	11	5	14	18	11	12	9	10	21	25	22	11	7	21	11	8	9	18	18	17	8	21	8	15	17	4	11	9	2	7	4	7	5	10	9	6	2	9	4	4	8
ENSG00000161944	9	5	1	0	1	11	7	6	2	4	1	5	0	4	6	3	8	0	13	7	2	2	1	3	2	1	1	1	3	2	8	1	1	0	3	2	0	1	6	6	4	4	0	14	1	7	0	6	2	3	6	6	4	4	2	1	2	3	0	1	4	1	5	5	1	1	13	0	1	0	1	10	5	0	3	10	6	9	9	0	3	10	0	0	8	0	8	0	0	0	3	0	12	0	0	0	0	0
ENSG00000161955	14	10	11	8	7	15	9	15	6	9	5	10	11	7	8	4	19	7	9	11	14	7	6	15	11	11	10	15	12	12	17	8	9	7	14	26	24	12	15	28	10	6	14	10	10	16	12	10	12	13	11	18	8	12	17	16	8	11	12	13	19	13	8	14	11	16	21	13	10	2	22	13	12	5	14	28	19	9	22	11	18	13	7	18	10	7	10	10	7	5	9	8	10	14	7	10	10	11
ENSG00000161956	16	12	12	9	9	17	10	18	8	10	5	13	14	8	9	6	22	7	9	14	15	8	6	16	12	12	10	18	13	13	17	9	11	7	15	31	24	16	20	31	12	6	16	11	11	17	15	11	14	16	12	19	12	13	19	17	8	11	13	15	23	15	10	18	11	18	22	16	12	2	25	14	13	9	17	32	20	10	24	12	21	14	8	21	12	9	11	12	8	7	8	10	10	12	9	12	12	12
ENSG00000161958	15	9	9	2	3	11	8	5	7	8	4	7	7	2	5	4	18	1	4	4	2	6	2	4	2	4	2	2	3	2	2	3	6	5	2	17	27	13	12	11	2	7	3	7	5	11	13	7	8	18	10	4	6	2	11	13	3	4	6	6	8	7	8	6	5	10	5	1	5	2	16	4	4	2	11	28	4	9	4	4	14	7	4	5	4	5	5	12	3	4	5	8	3	0	1	13	2	1
ENSG00000161960	20	18	18	17	14	23	15	21	11	12	9	16	17	13	15	12	28	11	9	12	13	12	6	17	10	14	9	17	12	15	16	8	12	11	18	39	32	18	25	39	11	5	17	7	12	18	14	9	15	18	10	19	15	15	18	15	9	11	17	19	27	18	11	19	11	24	21	22	12	4	30	16	15	10	20	38	21	12	21	11	25	13	10	17	13	9	13	15	15	9	12	12	11	17	14	15	16	18
ENSG00000161970	12	14	7	12	5	18	8	13	4	11	7	11	8	4	6	6	9	6	3	10	9	6	6	8	5	5	5	7	7	3	12	5	6	8	8	15	10	11	7	9	4	12	5	5	7	7	5	3	7	6	5	5	7	6	18	8	6	7	5	6	10	14	5	5	6	11	14	6	5	8	13	3	3	2	12	14	10	8	12	5	6	9	4	7	5	3	6	9	6	9	8	6	6	7	7	7	6	10
ENSG00000161973	2	0	7	0	1	4	4	4	3	1	0	0	2	0	0	0	1	2	1	3	4	2	4	4	2	5	2	3	2	5	3	3	3	3	2	3	2	3	6	4	2	1	7	1	1	2	1	1	1	3	1	1	2	0	2	0	2	2	0	0	1	4	5	0	0	1	7	2	1	7	0	2	0	0	0	6	3	0	4	0	3	2	1	0	1	0	0	1	0	0	0	0	2	0	1	0	0	1
ENSG00000161980	10	11	7	4	3	9	14	10	5	5	7	4	13	1	5	2	7	4	3	4	6	6	4	6	3	4	3	3	4	5	6	3	3	2	6	29	27	5	15	12	4	3	6	6	8	10	10	12	10	17	10	13	9	4	9	8	3	5	2	6	9	5	8	10	4	6	16	15	6	5	10	16	8	6	8	22	13	9	9	9	10	11	4	3	5	5	6	4	4	5	2	9	7	4	8	5	12	8
ENSG00000161981	10	11	7	5	3	9	14	10	5	5	7	4	13	1	5	2	8	4	3	4	6	6	4	6	3	4	3	3	4	5	6	3	3	2	6	29	27	5	15	12	4	3	6	6	9	10	11	12	10	17	11	13	9	4	9	8	3	5	2	6	9	5	8	9	4	6	16	15	6	5	10	17	8	6	8	23	14	9	9	9	10	11	4	3	5	5	6	4	4	5	2	9	7	4	8	5	12	8
ENSG00000161992	7	3	3	3	0	1	21	11	4	7	4	3	9	1	3	1	18	3	2	4	6	4	4	6	3	7	5	6	8	7	8	4	3	3	4	41	43	5	21	15	4	4	1	5	3	5	4	5	5	9	2	4	7	1	3	4	3	3	2	3	5	2	3	5	2	2	8	9	6	2	3	4	4	2	1	28	7	2	7	4	9	8	3	7	5	3	9	1	3	4	3	5	2	3	2	3	7	4
ENSG00000162009	1	3	0	0	2	2	10	4	0	1	2	1	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	6	15	0	8	3	0	0	6	2	2	4	3	4	3	3	3	3	0	0	0	0	5	9	13	2	4	0	5	0	0	7	1	3	1	0	11	3	3	1	10	24	1	2	5	0	0	0	2	0	3	3	4	0	2	3	2	0	0	0	0	1	0	0
ENSG00000162039	0	0	0	4	1	2	1	1	0	0	0	0	0	0	0	0	1	1	0	0	2	1	0	2	0	1	0	2	2	0	0	2	0	1	0	3	7	2	2	5	1	0	0	6	0	0	0	0	0	0	0	5	0	0	5	0	6	5	1	0	0	1	1	4	1	0	7	0	0	0	0	14	10	0	0	4	11	0	0	0	3	0	3	1	0	1	1	1	0	2	0	3	0	1	0	1	0	0
ENSG00000162040	2	0	0	0	0	1	3	2	0	0	0	0	1	0	0	1	4	0	3	0	0	2	2	1	1	0	1	0	0	1	1	0	2	0	1	11	16	1	10	11	1	1	0	6	0	4	0	1	2	2	4	4	1	0	11	0	8	5	1	2	1	3	6	0	3	1	9	1	6	2	3	8	7	1	1	15	7	1	2	1	1	5	5	2	1	0	3	0	0	4	0	3	5	0	0	0	0	0
ENSG00000162062	13	2	4	2	5	3	7	8	1	7	4	2	11	0	2	2	19	3	1	2	2	4	3	4	3	5	4	0	4	2	2	2	4	3	4	34	40	5	13	23	2	6	0	7	14	13	9	14	9	22	9	3	10	1	1	3	5	12	4	6	10	2	10	4	5	2	6	1	4	1	5	3	2	2	3	20	5	5	4	4	9	2	4	7	5	5	6	2	2	1	2	7	7	4	3	3	6	7
ENSG00000162063	4	2	1	0	2	2	3	3	1	3	2	3	4	0	2	5	8	1	0	1	1	2	3	2	2	3	2	1	4	2	4	2	2	1	4	18	21	2	7	15	2	1	2	1	3	4	5	2	4	6	3	2	3	0	2	2	1	2	1	3	3	2	3	2	2	2	2	4	1	2	2	2	2	2	2	4	3	3	2	1	4	2	2	4	2	4	2	2	2	0	3	3	10	4	3	2	2	3
ENSG00000162065	13	3	4	6	5	6	13	12	2	6	4	4	13	2	4	3	17	4	7	8	4	5	3	5	4	5	5	3	3	3	4	2	6	4	9	28	37	5	14	20	3	11	4	10	18	23	20	23	21	26	17	14	14	5	7	6	11	15	11	13	19	8	12	8	9	6	31	11	16	4	12	11	9	8	6	40	11	8	9	6	9	9	4	9	5	4	9	2	5	4	2	10	9	4	4	3	7	8
ENSG00000162066	16	6	15	11	9	6	13	15	9	14	8	10	18	3	6	0	19	7	10	19	12	13	9	11	7	12	10	11	10	12	9	6	9	10	16	31	36	11	16	26	9	12	12	17	18	18	19	15	15	19	17	23	19	13	12	18	17	18	12	17	21	18	13	20	13	11	22	16	11	4	16	18	19	13	16	38	21	8	19	12	24	18	8	14	11	11	16	8	12	10	7	14	12	12	10	12	17	13
ENSG00000162068	13	2	4	2	5	2	12	11	1	6	4	2	13	0	2	2	19	4	3	4	2	5	3	5	4	5	5	1	3	3	2	2	6	4	5	33	39	5	14	21	3	9	0	10	18	21	16	25	15	26	15	6	14	1	3	2	7	14	11	9	14	2	12	5	8	3	18	5	10	1	12	7	5	3	3	32	9	6	7	6	8	3	4	8	5	4	9	2	4	2	2	9	7	4	4	3	7	8
ENSG00000162069	21	7	8	3	5	15	8	7	1	10	4	10	3	5	4	8	19	1	4	3	7	7	6	6	5	2	3	3	8	5	8	3	5	1	5	14	26	4	9	11	3	1	4	6	3	2	2	3	3	3	5	9	2	1	8	1	6	7	5	5	4	4	7	9	4	3	17	7	10	6	3	14	5	2	3	18	14	1	10	1	12	8	2	7	4	1	5	3	1	1	1	9	7	1	4	2	2	2
ENSG00000162073	16	8	5	0	6	8	14	9	2	13	4	11	5	4	6	3	22	1	2	2	1	4	2	2	2	1	3	1	3	2	1	1	2	1	7	20	26	8	19	22	1	1	1	3	8	7	5	5	9	10	10	5	4	1	5	5	8	8	3	9	7	1	3	10	5	3	4	4	6	3	6	7	8	1	4	22	5	5	6	1	10	6	6	5	5	3	3	5	3	14	2	10	3	2	2	6	2	2
ENSG00000162076	5	4	2	5	3	5	5	4	3	6	1	3	9	1	1	2	9	5	2	4	4	5	2	3	3	2	3	3	3	4	2	3	3	5	2	9	14	5	7	11	3	4	5	2	4	2	4	5	7	7	4	4	4	3	4	3	5	3	5	8	3	7	4	4	4	7	7	10	6	2	15	3	3	3	6	16	7	3	8	2	6	11	8	3	4	14	7	6	6	7	3	3	2	6	4	3	4	5
