gene	E003	E004	E005	E006	E007	E008	E011	E012	E013	E014	E015	E016	E017	E019	E020	E021	E022	E026	E029	E032	E034	E037	E038	E039	E040	E041	E042	E043	E044	E045	E046	E047	E048	E049	E050	E055	E056	E058	E059	E061	E062	E063	E065	E066	E067	E068	E069	E071	E072	E073	E074	E075	E076	E078	E079	E080	E084	E085	E087	E089	E090	E091	E092	E093	E094	E095	E096	E097	E098	E099	E100	E101	E102	E103	E104	E105	E106	E108	E109	E111	E112	E113	E114	E115	E116	E117	E118	E119	E120	E121	E122	E123	E124	E125	E126	E127	E128	E129
ENSG00000160799	9	8	16	16	4	10	19	5	7	7	4	5	10	4	8	8	16	3	19	15	23	18	10	11	20	26	22	16	27	24	22	7	16	6	16	35	29	16	16	13	12	20	6	16	6	15	9	17	12	16	15	25	15	11	25	11	16	19	14	9	11	6	16	25	21	17	35	15	18	15	20	18	11	8	17	47	29	10	27	10	26	20	7	31	22	6	12	6	2	3	8	16	23	6	6	14	7	11
ENSG00000160801	2	3	9	0	0	1	4	5	6	1	1	1	2	0	0	2	3	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	9	0	8	18	2	8	8	0	4	4	27	15	27	15	27	17	33	16	21	11	0	3	16	9	10	0	4	7	11	10	0	3	19	24	20	2	9	17	7	6	6	16	35	10	7	6	9	3	19	2	1	1	3	0	0	4	8	0	0	1	0	0	0	0	0
ENSG00000160803	8	13	10	3	9	11	14	11	10	11	2	8	5	3	8	2	12	2	3	3	5	2	3	2	2	2	3	4	3	3	3	2	2	1	6	13	18	5	8	5	3	3	4	4	6	6	5	6	6	6	3	6	3	3	8	3	3	3	4	7	6	5	8	8	8	5	10	4	6	3	7	4	5	3	4	12	7	3	6	6	9	1	2	3	3	3	3	5	3	5	4	4	3	4	3	4	4	5
ENSG00000160808	2	4	10	1	4	2	9	6	7	0	2	1	3	0	2	2	4	0	0	2	2	2	1	1	1	2	2	1	0	3	2	2	0	6	1	8	18	2	4	8	3	6	6	19	10	21	8	20	11	19	11	17	11	0	4	21	12	15	1	5	8	12	9	1	5	22	19	18	3	11	31	7	9	8	14	39	12	12	8	10	5	12	1	1	2	3	0	0	4	10	2	0	2	2	2	0	2	3
ENSG00000160813	12	11	4	9	6	13	3	10	8	14	8	10	19	5	8	5	19	6	8	10	9	6	3	9	5	6	6	8	6	7	6	4	5	5	7	18	23	6	9	12	5	9	7	9	7	13	9	10	11	11	14	8	11	8	10	6	5	9	7	10	14	12	10	10	8	6	20	10	6	5	18	6	7	4	11	23	12	7	14	6	14	12	3	19	13	8	13	6	3	4	10	11	8	3	16	4	10	8
ENSG00000160818	9	6	3	3	2	4	6	6	9	8	2	4	4	3	2	3	12	2	5	7	6	3	3	10	4	8	4	11	5	4	5	5	5	3	8	16	22	4	6	15	7	2	5	3	13	14	11	6	10	20	11	6	10	5	5	4	5	4	1	5	5	4	5	9	4	4	6	5	4	2	4	7	5	4	6	8	10	6	9	5	6	5	3	5	4	5	2	3	4	6	6	4	3	3	4	4	5	3
ENSG00000160838	1	0	1	3	0	0	8	3	2	0	0	0	6	0	0	1	6	5	1	0	0	3	0	0	0	0	0	0	0	0	0	0	2	1	1	20	25	1	9	7	0	4	0	4	1	1	1	3	0	3	0	1	0	0	0	7	2	3	0	6	5	1	8	0	0	2	10	12	0	2	1	0	0	0	1	14	0	4	3	2	2	8	2	0	0	1	0	0	0	0	3	6	5	3	1	1	7	10
ENSG00000160844	7	5	5	3	4	2	4	9	5	4	3	4	5	0	0	0	3	0	0	0	1	1	2	2	2	1	1	1	1	1	1	1	0	0	1	4	5	1	4	2	0	0	1	1	7	5	5	6	8	7	8	2	4	0	1	4	4	5	5	3	4	12	3	2	1	2	2	4	7	0	13	2	1	2	2	3	2	5	4	1	3	4	5	4	3	5	4	1	1	2	1	2	0	2	0	2	1	1
ENSG00000160856	0	0	1	0	0	1	0	2	0	0	0	0	0	0	0	3	0	0	0	13	6	1	4	0	1	6	0	3	12	1	10	5	4	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	2	0	0	1	0	0	0	0	11	0	1	0	1	4	0	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0
ENSG00000160862	1	1	0	0	0	5	1	0	0	0	0	0	0	0	0	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	1	3	2	0	1	0	19	3	5	3	5	5	4	5	1	1	0	0	2	0	0	1	0	0	0	2	0	2	3	3	0	1	1	0	1	0	0	1	5	0	0	2	1	0	3	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0
ENSG00000160867	8	2	2	9	4	5	5	2	0	8	2	2	12	1	5	3	13	0	0	3	0	1	0	1	0	1	0	0	0	1	1	0	1	3	1	14	13	2	6	7	0	0	0	10	1	2	4	4	1	4	3	13	0	4	6	15	15	15	2	20	16	3	14	0	7	1	24	17	8	1	1	15	11	1	1	7	16	1	16	3	2	18	5	0	2	2	12	0	7	7	0	4	0	1	0	2	7	0
ENSG00000160868	0	0	1	2	1	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	8	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	4	1	1	4	5	13	11	0	0	0	0	0	3	0	0	0	0	6	0	1	2	2	0	0	1	0	0	13	0	3	0	1	1	1	0	3	1	3	2	0	0	0	0	0	0	0	3
ENSG00000160870	0	0	8	0	3	4	0	2	0	0	0	0	1	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	5	2	5	2	0	0	4	0	5	0	0	0	0	0	0	0	4	1	0	9	11	6	6	0	1	2	3	4	3	2	0	11	0	1	1	2	4	4	1	0	0	4	1	5	0	9	0	1	0	0	3	7	4	1	2	0	1	1	0	0	4	0	0
ENSG00000160877	7	6	3	6	5	6	1	12	9	7	8	4	14	5	5	4	21	8	3	6	12	10	8	7	11	10	10	12	5	12	12	5	9	10	12	33	46	11	13	16	10	6	8	9	24	20	20	11	15	26	16	13	15	7	13	11	4	9	3	4	8	11	10	14	10	16	21	5	5	2	18	10	10	13	13	38	8	10	14	11	16	4	3	13	9	7	9	6	6	3	8	14	12	9	10	6	7	11
ENSG00000160882	0	0	0	0	0	3	0	1	4	0	0	0	0	0	2	2	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	10	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	3	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
ENSG00000160883	1	1	0	6	0	7	3	0	0	2	4	0	1	1	2	1	1	0	7	0	0	2	1	0	0	10	5	0	1	0	0	1	0	0	0	5	6	1	5	2	0	1	1	2	5	3	3	2	7	9	5	4	1	1	1	3	2	0	0	3	2	0	3	0	2	0	8	0	0	1	1	5	0	0	0	6	3	0	2	1	5	7	1	1	3	0	1	0	0	5	0	0	15	0	0	0	0	0
ENSG00000160886	0	4	5	2	1	0	3	2	2	2	2	2	2	0	0	1	1	1	1	0	0	0	0	0	0	1	1	0	0	1	0	0	0	2	1	12	13	4	5	5	0	1	6	0	2	2	2	1	2	3	0	0	0	0	7	0	0	0	0	0	0	3	5	0	3	1	2	0	0	4	1	0	0	0	0	4	1	2	1	0	2	0	2	0	0	4	0	3	2	2	1	0	1	3	4	4	1	3
ENSG00000160888	16	11	11	9	15	21	8	12	9	7	9	8	22	11	10	22	16	11	11	6	9	6	10	11	11	6	10	10	10	12	9	7	7	8	10	26	32	11	16	15	11	6	17	9	18	12	12	9	15	16	10	13	18	7	10	8	7	5	12	5	6	7	7	4	13	16	28	17	10	9	17	6	4	9	13	40	15	3	14	9	15	8	7	12	7	9	11	10	9	10	6	9	16	14	14	6	13	15
ENSG00000160908	4	5	3	4	1	8	2	8	7	5	3	3	8	3	3	1	6	3	2	4	4	3	3	3	3	4	2	4	4	3	3	2	3	2	6	14	19	11	10	19	3	2	6	2	2	3	3	5	2	2	5	3	4	2	2	5	2	2	4	2	2	3	2	3	2	4	7	6	6	2	5	3	2	2	5	8	5	2	3	2	4	2	3	6	5	2	4	5	5	3	3	5	7	3	6	5	6	7
ENSG00000160917	4	5	11	4	6	5	2	10	10	12	7	7	5	2	3	4	10	3	3	2	2	5	1	5	2	5	1	3	3	5	3	2	2	5	8	33	38	3	12	30	1	3	2	4	8	9	12	12	12	15	8	2	3	2	9	2	4	7	2	6	8	2	2	2	2	4	5	6	2	1	7	2	2	2	3	13	1	2	5	4	7	8	2	9	2	2	2	2	7	4	2	5	6	2	3	3	2	6
ENSG00000160932	12	15	14	5	1	2	5	7	4	6	5	4	8	0	3	2	4	2	3	8	8	5	6	5	5	4	5	9	7	12	6	4	5	2	8	13	15	12	7	11	6	3	0	11	8	11	9	11	10	13	12	8	8	3	9	10	9	13	0	5	11	4	7	9	3	9	16	18	3	6	8	8	5	5	10	20	10	3	9	4	12	11	4	2	2	4	2	6	1	2	1	5	3	4	11	7	6	4
ENSG00000160951	3	1	1	6	2	2	1	9	1	5	1	3	10	0	2	1	15	2	3	0	4	4	3	3	2	4	1	3	1	2	3	2	2	1	3	21	25	6	9	9	0	1	0	0	3	7	6	10	3	9	6	8	2	1	10	6	6	5	0	0	0	0	6	2	3	1	9	2	0	1	0	9	7	0	0	15	6	0	7	5	3	13	4	6	0	3	0	3	0	0	2	1	4	2	1	3	6	4
ENSG00000160953	12	8	8	11	14	7	8	18	10	8	9	9	16	7	7	2	15	7	5	9	6	5	7	4	6	3	6	6	5	8	8	7	5	4	5	14	30	9	18	18	7	4	13	9	11	17	13	13	15	14	14	19	9	9	15	9	16	16	10	12	11	9	12	8	8	12	18	24	13	4	10	15	15	7	12	24	20	7	21	8	9	10	6	11	5	7	12	7	6	7	4	7	7	8	11	7	7	7
ENSG00000160959	23	11	10	2	8	6	21	8	6	15	7	15	12	6	4	4	36	2	5	5	4	7	7	7	5	6	4	5	9	5	6	6	6	5	8	30	39	5	32	17	6	5	9	8	15	22	17	19	16	22	16	12	14	9	11	10	10	10	17	7	10	5	13	4	9	7	14	18	9	5	10	8	10	9	7	34	11	8	13	10	8	9	7	9	6	7	9	6	5	9	5	7	5	7	3	6	8	3
ENSG00000160961	3	3	2	1	3	4	1	2	1	2	1	2	3	1	1	1	3	2	8	5	10	2	1	1	3	3	4	2	1	5	6	1	4	2	6	5	4	2	5	8	4	3	1	7	7	2	4	3	3	4	4	3	3	4	1	3	3	2	1	2	2	2	2	3	1	3	5	1	2	0	2	5	2	4	2	8	4	1	3	1	1	5	2	3	2	2	2	3	2	2	1	3	12	1	2	2	1	1
ENSG00000160991	8	7	8	7	7	11	3	12	9	12	9	6	5	1	2	2	13	4	8	18	9	17	10	12	10	8	7	12	8	13	14	7	11	4	18	17	17	7	6	10	13	4	1	8	10	14	10	11	12	11	9	20	7	3	10	9	5	6	6	5	7	5	10	12	4	3	20	1	2	3	3	20	12	3	3	17	31	7	30	3	20	18	4	3	15	4	1	2	1	5	3	9	9	5	1	1	2	4
ENSG00000160993	5	2	2	2	3	3	1	9	4	6	5	2	7	1	1	0	4	2	1	4	3	3	1	4	1	4	3	3	2	2	3	2	2	3	8	17	26	4	6	12	3	1	0	4	7	8	7	10	5	9	7	6	4	1	2	6	0	3	1	0	2	2	1	1	3	4	5	2	0	1	5	6	5	3	1	18	9	2	6	1	3	7	2	5	5	2	3	1	4	6	2	6	2	4	2	2	3	4
ENSG00000160994	0	1	0	0	2	3	0	0	0	0	0	0	0	0	0	2	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000160999	10	3	14	1	1	3	4	7	5	9	3	3	6	2	3	0	15	0	6	15	4	2	2	5	3	5	3	0	1	4	4	0	1	1	2	10	18	2	10	5	5	3	1	4	3	4	8	4	3	7	8	11	5	0	10	10	3	4	2	12	13	10	3	4	2	5	10	5	2	9	22	10	3	2	5	23	19	12	23	2	3	8	4	0	15	6	2	0	8	7	1	2	7	1	0	0	2	3
ENSG00000161010	3	3	2	4	10	2	7	5	0	7	2	6	4	1	2	3	9	3	4	3	2	2	2	2	1	4	1	2	2	1	2	1	2	4	6	15	25	2	7	10	1	4	2	4	12	9	14	13	12	11	12	2	2	2	4	6	2	1	2	3	3	2	3	3	3	5	4	8	4	2	8	3	2	2	3	19	3	4	3	6	4	8	4	2	3	1	4	2	3	2	1	3	11	2	1	1	4	4
ENSG00000161011	22	8	7	20	9	11	4	2	0	12	11	12	14	3	6	1	20	5	11	9	18	11	12	14	10	17	11	11	10	13	11	9	7	11	16	27	31	10	22	26	11	14	11	17	16	19	18	21	17	21	22	17	17	6	14	17	9	12	10	6	8	16	14	11	9	13	28	21	15	7	31	18	11	12	14	36	25	17	21	23	20	12	10	12	5	11	12	12	8	6	6	9	13	8	12	6	13	13
ENSG00000161013	18	8	7	12	7	7	4	2	0	8	9	11	12	3	6	1	20	5	10	8	18	11	12	14	10	14	8	11	9	13	11	8	6	5	16	22	27	10	20	19	11	10	11	13	13	16	15	12	12	19	15	18	17	6	14	16	9	12	10	6	8	16	13	10	9	13	20	21	13	7	15	18	12	12	14	34	27	11	21	19	20	10	6	9	5	8	12	12	8	4	6	8	11	7	11	6	10	11
ENSG00000161016	18	11	9	10	6	14	9	12	10	12	13	9	11	6	15	4	18	3	4	8	5	5	4	7	3	4	6	5	5	6	6	3	10	8	7	18	19	9	12	14	5	4	8	5	9	8	9	7	11	17	6	9	9	7	13	17	9	10	11	7	9	8	12	5	7	10	17	11	8	5	11	6	5	7	10	20	11	4	14	5	9	10	6	11	5	6	11	9	9	6	4	14	6	8	12	10	8	8
ENSG00000161021	3	3	3	6	1	9	2	2	0	3	7	5	7	4	4	3	9	5	6	3	3	5	2	6	1	13	3	2	11	6	2	3	3	6	12	22	18	3	4	27	2	5	3	4	11	10	8	3	7	9	2	2	5	3	4	7	5	2	6	3	4	2	4	5	4	5	7	2	2	1	7	3	3	4	3	10	6	4	3	7	4	6	1	6	1	3	4	4	2	2	2	5	22	3	2	2	3	7
ENSG00000161031	0	0	1	0	2	1	0	0	0	0	0	0	0	0	0	0	1	0	1	1	7	7	4	7	6	8	7	7	9	6	3	4	5	0	4	0	0	0	1	0	4	2	0	9	0	1	1	2	1	0	2	4	1	1	3	1	0	0	0	0	0	1	0	3	1	0	3	0	0	0	1	6	3	0	1	7	5	0	6	0	11	2	1	6	3	0	0	0	0	0	1	0	3	0	0	0	0	0
ENSG00000161036	5	2	2	2	3	3	1	9	4	6	5	2	7	1	1	0	4	2	1	4	3	3	1	4	1	4	3	3	2	2	3	2	2	3	8	17	26	4	6	12	3	1	0	4	7	8	7	10	5	9	7	6	4	1	2	6	0	3	1	0	2	2	1	1	3	4	5	2	0	1	5	6	5	3	1	18	9	2	6	1	3	7	2	5	5	2	3	1	4	6	2	6	2	4	2	2	3	4
ENSG00000161040	6	2	2	5	2	2	2	3	1	2	2	3	6	3	4	3	5	1	7	3	2	1	2	2	1	2	1	5	1	1	2	2	2	2	3	6	5	3	3	3	2	1	5	1	5	4	5	4	5	6	3	1	2	2	1	5	1	2	2	2	2	2	2	2	1	1	2	8	4	1	2	1	1	1	3	5	1	1	1	1	3	2	1	1	1	1	1	3	3	2	2	2	3	2	2	2	1	1
ENSG00000161048	3	2	1	2	1	9	1	4	4	4	1	1	2	4	4	1	2	3	1	2	3	4	2	1	1	1	1	1	3	2	1	1	2	6	2	3	2	3	2	8	1	2	8	8	9	14	13	15	16	10	8	7	2	5	4	6	8	8	4	4	2	2	5	5	6	2	9	5	1	1	1	8	6	1	1	3	17	3	7	1	1	7	3	3	3	1	2	1	1	1	2	4	1	4	3	1	1	7
ENSG00000161055	0	0	0	0	1	3	1	0	0	0	1	0	0	0	0	1	3	2	0	0	0	0	1	1	0	3	0	0	1	1	0	0	0	1	1	2	5	2	2	2	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	5	0	0	0	0	14	4	1	0	0	0	0	0	0	4	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1
ENSG00000161057	6	3	1	2	4	4	2	3	3	4	5	4	3	2	5	0	3	2	5	2	4	3	3	4	2	13	8	4	9	4	3	5	4	5	6	9	9	4	2	14	4	3	2	4	3	3	2	2	4	2	2	2	4	3	3	4	2	2	7	2	2	2	2	2	5	2	2	3	4	1	6	3	2	3	3	2	3	4	2	2	4	3	3	8	3	3	2	3	2	3	3	4	9	3	3	5	3	2
ENSG00000161082	3	0	1	0	1	4	0	3	2	4	2	1	0	0	1	1	8	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	3	13	0	6	1	0	0	0	0	5	5	4	3	6	11	0	0	0	0	0	1	0	0	1	0	0	0	1	1	0	0	2	1	0	1	0	0	0	0	0	8	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	3	0	0	0	0	0	0
ENSG00000161091	8	4	18	6	5	6	2	13	11	6	4	3	9	0	4	4	15	5	14	5	8	8	6	12	6	8	5	9	11	10	7	6	7	8	10	33	30	4	34	22	8	5	1	8	17	22	17	13	14	24	16	14	11	4	8	4	5	9	5	3	8	16	8	13	6	6	25	13	4	2	7	12	15	9	5	27	13	6	12	7	10	12	9	9	8	22	6	10	4	5	6	10	16	7	5	5	6	7
ENSG00000161133	5	8	5	1	2	4	1	1	2	5	2	1	2	1	3	4	4	3	1	1	3	3	1	1	1	1	1	1	1	3	3	1	1	3	1	5	7	1	4	4	3	1	2	2	4	2	1	2	3	7	2	2	2	1	2	14	2	2	2	1	1	1	1	6	2	2	5	6	2	2	2	1	2	2	1	3	2	1	4	2	3	2	1	3	1	1	2	1	2	3	1	1	1	2	0	2	1	3
ENSG00000161202	5	7	16	15	5	6	13	9	10	10	7	5	20	5	7	6	13	10	4	7	5	6	3	9	6	10	5	9	8	4	8	5	5	11	9	25	26	9	20	22	6	10	9	6	11	8	11	11	12	18	10	8	22	11	9	10	7	6	6	11	14	18	11	6	10	11	16	10	6	12	16	7	7	20	18	27	11	15	15	14	10	10	4	8	8	5	7	6	14	13	5	8	14	12	14	6	9	14
ENSG00000161203	7	8	15	18	7	12	12	10	15	14	12	6	21	8	9	10	18	11	10	7	7	7	3	11	6	10	5	8	9	8	7	6	8	15	14	39	35	12	25	28	7	11	13	7	14	10	14	13	13	16	9	11	20	11	12	12	8	8	7	12	12	20	11	7	10	11	21	17	8	13	21	8	7	19	19	37	9	14	13	16	14	11	5	10	9	8	12	8	15	15	7	13	15	14	18	7	12	17
ENSG00000161204	5	7	9	15	4	9	8	8	13	13	9	5	13	5	6	6	13	6	8	5	5	4	2	7	4	8	3	5	6	6	5	3	5	10	12	30	26	10	17	19	3	7	7	4	10	7	10	9	8	9	7	7	13	6	7	9	5	6	6	8	8	11	7	5	7	4	12	12	6	10	14	5	4	9	7	24	6	6	7	11	8	5	3	7	5	7	8	5	9	11	4	10	10	9	9	5	6	9
ENSG00000161217	12	3	5	6	3	13	10	3	9	11	10	10	7	4	11	4	11	5	3	6	6	7	2	8	5	12	16	6	13	14	3	5	6	9	9	11	16	18	3	13	5	8	4	5	2	8	7	6	3	4	5	5	4	6	8	5	4	6	2	6	7	2	3	4	8	9	6	7	4	5	12	7	5	2	14	14	9	5	13	1	2	13	5	1	12	3	12	6	3	3	3	13	16	7	4	9	3	10
ENSG00000161243	5	5	1	2	5	3	0	2	1	2	1	3	0	1	3	2	5	1	0	0	0	2	0	1	0	0	1	1	0	1	0	0	1	1	0	3	2	3	2	5	0	3	0	3	6	5	7	3	6	4	5	4	3	0	5	0	9	9	1	0	0	3	3	2	1	3	6	2	3	1	0	2	0	0	3	3	1	1	6	0	1	0	1	0	1	3	1	6	0	2	0	3	0	0	0	3	0	0
ENSG00000161249	2	7	2	0	2	4	0	6	3	4	2	1	4	1	2	2	10	1	0	0	1	0	1	1	0	0	0	0	0	0	2	1	1	1	0	8	19	4	12	16	1	1	1	2	0	6	2	2	2	3	1	1	1	1	13	2	2	2	1	0	0	0	4	1	2	3	3	1	5	5	0	3	2	1	0	11	2	0	2	0	2	0	1	0	6	1	3	7	2	1	0	0	0	1	4	4	3	4
ENSG00000161267	15	7	6	3	2	10	13	4	2	12	10	10	2	7	9	8	8	1	4	3	3	3	2	2	2	1	1	1	2	4	2	1	4	2	3	5	6	7	5	3	4	2	2	16	6	13	8	4	4	5	6	11	2	4	9	5	10	12	3	0	1	5	10	2	8	3	3	2	2	1	4	10	11	2	2	4	11	2	7	3	4	1	5	4	3	2	10	4	1	1	1	2	6	3	1	7	2	1
ENSG00000161270	8	2	0	0	7	1	5	4	4	2	0	0	0	0	1	1	9	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	1	0	0	4	10	0	3	1	0	0	0	0	5	3	3	7	2	3	7	0	0	0	0	2	1	5	5	0	0	0	3	1	1	0	2	0	13	2	0	0	0	0	0	6	0	0	0	0	0	0	3	1	0	1	0	0	0	0	0	3	0	0	0	0	0	0
ENSG00000161277	3	3	5	5	3	8	2	6	2	3	2	1	9	2	1	1	10	4	1	1	3	6	3	4	2	3	3	1	1	2	2	1	4	4	5	23	17	5	9	16	2	3	4	2	8	10	6	6	10	7	10	6	10	5	7	2	4	3	2	3	3	4	4	7	1	4	8	5	5	4	8	7	3	8	5	10	5	3	9	7	8	4	2	9	1	2	7	4	4	5	1	4	14	1	4	4	3	4
ENSG00000161281	9	13	4	3	3	12	3	7	4	5	7	6	5	4	6	1	8	5	3	2	5	3	3	4	2	3	4	2	2	3	4	1	2	3	4	14	21	9	5	10	2	8	19	5	8	8	8	5	11	8	8	13	11	8	26	5	7	6	4	6	6	10	9	3	12	12	23	10	7	5	10	10	9	5	16	26	15	5	12	9	7	14	5	1	2	8	2	6	6	5	8	4	10	5	6	10	6	5
ENSG00000161298	1	0	0	2	1	2	1	1	2	0	0	0	2	0	0	0	0	3	1	2	2	1	2	2	1	1	2	1	1	2	1	1	1	1	1	2	2	1	1	1	3	2	3	1	2	1	1	2	2	1	2	1	2	3	2	2	1	1	2	5	2	2	1	1	3	2	2	0	4	1	6	1	1	2	2	7	2	1	1	1	1	1	0	1	2	0	2	0	2	2	2	0	1	2	3	0	1	2
ENSG00000161326	7	8	12	11	7	9	13	9	8	9	4	3	22	1	3	7	11	5	1	2	5	3	4	5	2	13	4	3	3	3	3	3	3	8	7	26	24	22	5	13	1	9	3	10	12	9	8	5	9	11	6	7	6	6	6	7	7	8	2	8	9	10	4	6	5	6	10	7	5	5	6	7	7	6	12	11	6	8	7	8	12	5	4	4	3	4	12	7	7	5	4	5	8	6	9	13	8	9
ENSG00000161328	9	3	6	2	1	2	5	1	3	6	3	1	6	0	0	0	15	3	0	2	6	5	3	6	3	5	6	4	6	6	2	2	3	4	4	23	24	7	17	11	3	1	1	3	3	6	5	8	4	8	6	4	5	0	7	3	6	7	6	5	5	6	7	1	7	3	15	6	4	3	6	6	5	3	0	27	8	3	7	3	7	4	3	2	5	3	4	6	1	3	3	13	4	5	1	4	4	3
ENSG00000161381	6	2	4	7	2	3	7	6	3	3	1	0	8	1	1	2	7	4	5	3	4	3	3	3	2	3	1	1	2	3	6	3	4	4	3	11	15	3	3	9	3	2	2	1	8	12	9	5	9	11	8	9	11	3	12	2	3	2	3	2	7	4	4	8	7	15	9	5	6	0	10	8	4	10	6	28	5	7	11	6	17	5	5	13	3	3	2	7	6	5	1	4	5	7	6	5	7	8
ENSG00000161395	18	8	5	5	5	16	16	8	5	15	10	8	6	9	15	10	25	2	2	3	7	9	5	6	3	6	5	6	5	4	8	4	7	2	5	15	20	9	13	12	6	2	19	4	10	14	10	8	7	15	6	15	2	13	12	1	14	16	9	9	14	10	8	6	8	12	19	7	15	13	16	8	11	5	18	21	14	14	16	4	3	10	3	2	4	2	6	4	4	8	1	6	1	3	2	3	3	3
ENSG00000161405	0	0	1	0	2	4	3	0	1	0	1	0	0	0	0	2	1	0	0	24	18	14	19	19	12	15	19	13	16	16	12	19	17	1	3	0	1	7	0	1	19	0	0	9	9	1	3	0	9	11	0	19	0	5	14	0	0	0	0	1	2	6	1	16	3	0	4	0	0	2	0	16	14	0	1	2	29	0	30	1	32	25	0	4	18	1	0	4	1	0	0	1	0	1	0	5	0	0
ENSG00000161513	3	2	2	3	2	5	2	5	3	2	2	2	3	3	2	0	11	2	3	2	2	8	1	3	2	1	2	2	1	2	3	2	6	1	5	20	17	4	13	14	1	1	3	3	3	9	9	8	6	15	8	2	4	2	4	12	2	3	2	1	3	2	4	2	3	3	3	8	8	3	4	1	3	2	10	13	3	1	3	2	3	6	1	6	3	1	4	2	2	1	2	6	2	2	3	2	1	2
ENSG00000161533	11	14	11	4	2	13	5	5	5	8	9	10	6	6	10	12	8	3	7	4	3	8	1	5	3	4	2	2	2	2	1	2	3	7	9	17	11	8	4	7	1	9	3	15	5	12	9	4	5	7	5	7	6	6	13	10	9	10	3	2	4	6	8	3	10	4	13	7	7	5	5	11	6	5	11	7	11	5	12	1	5	14	4	2	4	6	15	3	2	5	3	7	17	6	8	5	2	6
ENSG00000161542	3	3	1	8	8	6	1	6	9	1	1	1	12	1	1	1	6	7	1	1	1	3	1	1	2	1	1	1	1	1	1	1	4	6	2	12	15	4	6	9	2	5	7	6	4	6	3	3	4	5	5	7	4	3	7	5	1	1	1	6	7	4	4	3	3	7	10	7	8	1	5	5	5	5	7	16	4	3	8	2	3	2	2	4	1	1	13	5	7	6	4	4	1	5	7	3	5	7
ENSG00000161544	15	13	9	10	1	11	1	8	12	14	5	7	23	3	6	4	15	7	3	4	8	7	5	6	3	7	8	6	7	6	6	8	6	8	9	29	29	16	26	27	15	18	4	18	13	18	10	14	15	21	16	19	16	9	25	9	15	10	8	8	17	7	17	12	19	19	42	29	16	5	23	15	13	10	28	38	18	19	25	11	16	21	7	5	10	11	11	16	6	11	5	9	5	11	10	10	12	18
ENSG00000161547	7	8	4	9	11	7	5	7	14	10	5	8	11	5	6	3	9	10	4	7	10	5	5	13	7	11	9	9	10	13	8	5	7	12	13	14	19	9	9	20	10	7	6	7	9	11	10	8	9	9	5	8	13	9	12	15	4	6	6	6	12	7	8	9	4	27	18	9	7	5	29	5	7	9	22	35	12	13	13	12	13	11	4	12	8	4	7	6	8	5	4	9	8	6	12	4	7	17
ENSG00000161551	8	9	3	3	3	14	0	3	2	8	4	7	4	7	5	6	10	2	2	2	2	2	2	2	3	2	2	1	2	2	2	1	1	2	2	3	4	2	1	4	2	2	3	2	5	5	5	3	4	5	5	1	2	3	3	3	2	2	2	2	3	4	2	4	2	2	3	4	3	1	3	2	3	3	2	2	3	2	4	2	2	2	0	4	1	0	1	2	3	5	2	1	2	2	2	2	2	2
ENSG00000161558	5	3	2	3	6	7	1	9	5	4	3	3	3	2	3	2	10	1	1	2	2	2	1	2	1	1	1	3	3	3	1	2	2	1	3	11	11	3	6	6	2	2	1	1	5	2	4	2	3	7	3	7	2	2	2	3	3	4	4	2	1	8	2	1	3	4	4	7	3	2	4	7	5	1	1	13	8	2	8	3	2	1	5	4	2	1	13	4	1	1	2	3	1	1	1	2	1	2
